频道,#genre#
湖南卫视,http://113.218.210.80:4022/rtp/239.76.253.100:9000
湖南卫视,http://113.218.210.80:4022/rtp/239.76.252.115:9000
安徽卫视,http://113.218.210.80:4022/rtp/239.76.252.196:9000
北京卫视,http://113.218.210.80:4022/rtp/239.76.253.184:9000
东方卫视,http://113.218.210.80:4022/rtp/239.76.253.186:9000
东南卫视,http://113.218.210.80:4022/rtp/239.76.252.190:9000
广东卫视,http://113.218.210.80:4022/rtp/239.76.252.189:9000
贵州卫视,http://113.218.210.80:4022/rtp/239.76.252.198:9000
河北卫视,http://113.218.210.80:4022/rtp/239.76.252.199:9000
黑龙江卫视,http://113.218.210.80:4022/rtp/239.76.253.200:9000
湖北卫视,http://113.218.210.80:4022/rtp/239.76.253.193:9000
江苏卫视,http://113.218.210.80:4022/rtp/239.76.253.181:9000
江西卫视,http://113.218.210.80:4022/rtp/239.76.252.225:9000
辽宁卫视,http://113.218.210.80:4022/rtp/239.76.252.197:9000
浙江卫视,http://113.218.210.80:4022/rtp/239.76.253.182:9000
山东卫视,http://113.218.210.80:4022/rtp/239.76.253.195:9000
深圳卫视,http://113.218.210.80:4022/rtp/239.76.253.188:9000
陕西卫视,http://113.218.210.80:4022/rtp/239.76.254.76:9000
天津卫视,http://113.218.210.80:4022/rtp/239.76.253.185:9000
青海卫视,http://113.218.210.80:4022/rtp/239.76.254.132:9000
山西卫视,http://113.218.210.80:4022/rtp/239.76.252.105:9000
四川卫视,http://113.218.210.80:4022/rtp/239.76.253.91:9000
新疆卫视,http://113.218.210.80:4022/rtp/239.76.252.109:9000
云南卫视,http://113.218.210.80:4022/rtp/239.76.254.60:9000
重庆卫视,http://113.218.210.80:4022/rtp/239.76.253.92:9000
西藏卫视,http://113.218.210.80:4022/rtp/239.76.252.108:9000
内蒙古卫视,http://113.218.210.80:4022/rtp/239.76.252.106:9000
海南卫视,http://113.218.210.80:4022/rtp/239.76.253.203:9000
吉林卫视,http://113.218.210.80:4022/rtp/239.76.253.201:9000
甘肃卫视,http://113.218.210.80:4022/rtp/239.76.253.94:9000
广西卫视,http://113.218.210.80:4022/rtp/239.76.254.54:9000
河南卫视,http://113.218.210.80:4022/rtp/239.76.253.202:9000
宁夏卫视,http://113.218.210.80:4022/rtp/239.76.252.107:9000
三沙卫视,http://113.218.210.80:4022/rtp/239.76.253.74:9000
兵团卫视,http://113.218.210.80:4022/rtp/239.76.252.232:9000
厦门卫视,http://113.218.210.80:4022/rtp/239.76.252.231:9000
文物宝库,http://113.218.210.80:4022/rtp/239.76.252.180:9000
湖南电视剧,http://113.218.210.80:4022/rtp/239.76.245.118:1234
湖南电影,http://113.218.210.80:4022/rtp/239.76.245.119:1234
湖南都市,http://113.218.210.80:4022/rtp/239.76.245.117:1234
湖南爱晚,http://113.218.210.80:4022/rtp/239.76.252.123:9000
湖南国际,http://113.218.210.80:4022/rtp/239.76.252.124:9000
湖南教育,http://113.218.210.80:4022/rtp/239.76.252.233:9000
湖南经视,http://113.218.210.80:4022/rtp/239.76.252.116:9000
湖南娱乐,http://113.218.210.80:4022/rtp/239.76.252.121:9000
金鹰纪实,http://113.218.210.80:4022/rtp/239.76.252.122:9000
金鹰卡通,http://113.218.210.80:4022/rtp/239.76.245.120:1234
茶,http://113.218.210.80:4022/rtp/239.76.252.239:9000
嘉佳卡通,http://113.218.210.80:4022/rtp/239.76.252.230:9000
卡酷少儿,http://113.218.210.80:4022/rtp/239.76.254.81:9000
快乐垂钓,http://113.218.210.80:4022/rtp/239.76.253.5:9000
新动漫,http://113.218.210.80:4022/rtp/239.76.252.244:9000
哈哈炫动,http://113.218.210.80:4022/rtp/239.76.252.133:9000
优漫卡通,http://113.218.210.80:4022/rtp/239.76.252.112:9000
优优宝贝,http://113.218.210.80:4022/rtp/239.76.253.13:9000
中国天气,http://113.218.210.80:4022/rtp/239.76.253.61:9000
兵器科技,http://113.218.210.80:4022/rtp/239.76.254.59:9000
第一剧场,http://113.218.210.80:4022/rtp/239.76.254.49:9000
风云足球,http://113.218.210.80:4022/rtp/239.76.254.52:9000
风云音乐,http://113.218.210.80:4022/rtp/239.76.254.51:9000
风云剧场,http://113.218.210.80:4022/rtp/239.76.254.50:9000
女姓时尚,http://113.218.210.80:4022/rtp/239.76.254.55:9000
文化精品,http://113.218.210.80:4022/rtp/239.76.254.56:9000
世界地理,http://113.218.210.80:4022/rtp/239.76.254.57:9000
央视台球,http://113.218.210.80:4022/rtp/239.76.254.58:9000
怀旧剧场,http://113.218.210.80:4022/rtp/239.76.254.53:9000
电视指南,http://113.218.210.80:4022/rtp/239.76.254.61:9000
央视高网,http://113.218.210.80:4022/rtp/239.76.254.62:9000
CCTV4美洲,http://113.218.210.80:4022/rtp/239.76.253.96:9000
CCTV4欧洲,http://113.218.210.80:4022/rtp/239.76.253.95:9000
CCTV1,http://118.251.60.185:8888/rtp/239.76.253.151:9000
CCTV2,http://118.251.60.185:8888/rtp/239.76.253.152:9000
CCTV3,http://118.251.60.185:8888/rtp/239.76.253.153:9000
CCTV4,http://118.251.60.185:8888/rtp/239.76.253.154:9000
CCTV5+,http://118.251.60.185:8888/rtp/239.76.253.168:9000
CCTV5,http://118.251.60.185:8888/rtp/239.76.253.155:9000
CCTV6,http://118.251.60.185:8888/rtp/239.76.253.156:9000
CCTV7,http://118.251.60.185:8888/rtp/239.76.253.157:9000
CCTV8,http://118.251.60.185:8888/rtp/239.76.253.158:9000
CCTV9,http://118.251.60.185:8888/rtp/239.76.253.159:9000
CCTV10,http://118.251.60.185:8888/rtp/239.76.253.160:9000
CCTV11,http://118.251.60.185:8888/rtp/239.76.252.251:9000
CCTV12,http://118.251.60.185:8888/rtp/239.76.253.162:9000
CCTV13,http://118.251.60.185:8888/rtp/239.76.253.93:9000
CCTV14,http://118.251.60.185:8888/rtp/239.76.253.164:9000
CCTV15,http://118.251.60.185:8888/rtp/239.76.252.252:9000
CCTV16,http://118.251.60.185:8888/rtp/239.76.246.98:1234
CCTV16,http://118.251.60.185:8888/rtp/239.76.253.230:9000
CCTV17,http://118.251.60.185:8888/rtp/239.76.252.238:9000
CETV1,http://118.251.60.185:8888/rtp/239.76.252.192:9000
CETV2,http://118.251.60.185:8888/rtp/239.76.252.253:9000
CETV4,http://118.251.60.185:8888/rtp/239.76.252.254:9000
CHC动作电影,http://118.251.60.185:8888/rtp/239.76.252.243:9000
CHC影迷电影,http://118.251.60.185:8888/rtp/239.76.252.242:9000
CHC家庭影院,http://118.251.60.185:8888/rtp/239.76.252.241:9000
凤凰中文,http://118.251.60.185:8888/rtp/239.76.253.135:9000
凤凰资讯,http://118.251.60.185:8888/rtp/239.76.253.134:9000
湖南卫视,http://118.251.60.185:8888/rtp/239.76.253.100:9000
湖南卫视,http://118.251.60.185:8888/rtp/239.76.252.115:9000
安徽卫视,http://118.251.60.185:8888/rtp/239.76.252.196:9000
北京卫视,http://118.251.60.185:8888/rtp/239.76.253.184:9000
东方卫视,http://118.251.60.185:8888/rtp/239.76.253.186:9000
东南卫视,http://118.251.60.185:8888/rtp/239.76.252.190:9000
广东卫视,http://118.251.60.185:8888/rtp/239.76.252.189:9000
贵州卫视,http://118.251.60.185:8888/rtp/239.76.252.198:9000
河北卫视,http://118.251.60.185:8888/rtp/239.76.252.199:9000
黑龙江卫视,http://118.251.60.185:8888/rtp/239.76.253.200:9000
湖北卫视,http://118.251.60.185:8888/rtp/239.76.253.193:9000
江苏卫视,http://118.251.60.185:8888/rtp/239.76.253.181:9000
江西卫视,http://118.251.60.185:8888/rtp/239.76.252.225:9000
辽宁卫视,http://118.251.60.185:8888/rtp/239.76.252.197:9000
浙江卫视,http://118.251.60.185:8888/rtp/239.76.253.182:9000
山东卫视,http://118.251.60.185:8888/rtp/239.76.253.195:9000
深圳卫视,http://118.251.60.185:8888/rtp/239.76.253.188:9000
陕西卫视,http://118.251.60.185:8888/rtp/239.76.254.76:9000
天津卫视,http://118.251.60.185:8888/rtp/239.76.253.185:9000
青海卫视,http://118.251.60.185:8888/rtp/239.76.254.132:9000
山西卫视,http://118.251.60.185:8888/rtp/239.76.252.105:9000
四川卫视,http://118.251.60.185:8888/rtp/239.76.253.91:9000
新疆卫视,http://118.251.60.185:8888/rtp/239.76.252.109:9000
云南卫视,http://118.251.60.185:8888/rtp/239.76.254.60:9000
重庆卫视,http://118.251.60.185:8888/rtp/239.76.253.92:9000
西藏卫视,http://118.251.60.185:8888/rtp/239.76.252.108:9000
内蒙古卫视,http://118.251.60.185:8888/rtp/239.76.252.106:9000
海南卫视,http://118.251.60.185:8888/rtp/239.76.253.203:9000
吉林卫视,http://118.251.60.185:8888/rtp/239.76.253.201:9000
甘肃卫视,http://118.251.60.185:8888/rtp/239.76.253.94:9000
广西卫视,http://118.251.60.185:8888/rtp/239.76.254.54:9000
河南卫视,http://118.251.60.185:8888/rtp/239.76.253.202:9000
宁夏卫视,http://118.251.60.185:8888/rtp/239.76.252.107:9000
三沙卫视,http://118.251.60.185:8888/rtp/239.76.253.74:9000
兵团卫视,http://118.251.60.185:8888/rtp/239.76.252.232:9000
厦门卫视,http://118.251.60.185:8888/rtp/239.76.252.231:9000
文物宝库,http://118.251.60.185:8888/rtp/239.76.252.180:9000
湖南电视剧,http://118.251.60.185:8888/rtp/239.76.245.118:1234
湖南电影,http://118.251.60.185:8888/rtp/239.76.245.119:1234
湖南都市,http://118.251.60.185:8888/rtp/239.76.245.117:1234
湖南爱晚,http://118.251.60.185:8888/rtp/239.76.252.123:9000
湖南国际,http://118.251.60.185:8888/rtp/239.76.252.124:9000
湖南教育,http://118.251.60.185:8888/rtp/239.76.252.233:9000
湖南经视,http://118.251.60.185:8888/rtp/239.76.252.116:9000
湖南娱乐,http://118.251.60.185:8888/rtp/239.76.252.121:9000
金鹰纪实,http://118.251.60.185:8888/rtp/239.76.252.122:9000
金鹰卡通,http://118.251.60.185:8888/rtp/239.76.245.120:1234
茶,http://118.251.60.185:8888/rtp/239.76.252.239:9000
嘉佳卡通,http://118.251.60.185:8888/rtp/239.76.252.230:9000
卡酷少儿,http://118.251.60.185:8888/rtp/239.76.254.81:9000
快乐垂钓,http://118.251.60.185:8888/rtp/239.76.253.5:9000
新动漫,http://118.251.60.185:8888/rtp/239.76.252.244:9000
哈哈炫动,http://118.251.60.185:8888/rtp/239.76.252.133:9000
优漫卡通,http://118.251.60.185:8888/rtp/239.76.252.112:9000
优优宝贝,http://118.251.60.185:8888/rtp/239.76.253.13:9000
中国天气,http://118.251.60.185:8888/rtp/239.76.253.61:9000
兵器科技,http://118.251.60.185:8888/rtp/239.76.254.59:9000
第一剧场,http://118.251.60.185:8888/rtp/239.76.254.49:9000
风云足球,http://118.251.60.185:8888/rtp/239.76.254.52:9000
风云音乐,http://118.251.60.185:8888/rtp/239.76.254.51:9000
风云剧场,http://118.251.60.185:8888/rtp/239.76.254.50:9000
女姓时尚,http://118.251.60.185:8888/rtp/239.76.254.55:9000
文化精品,http://118.251.60.185:8888/rtp/239.76.254.56:9000
世界地理,http://118.251.60.185:8888/rtp/239.76.254.57:9000
央视台球,http://118.251.60.185:8888/rtp/239.76.254.58:9000
怀旧剧场,http://118.251.60.185:8888/rtp/239.76.254.53:9000
电视指南,http://118.251.60.185:8888/rtp/239.76.254.61:9000
央视高网,http://118.251.60.185:8888/rtp/239.76.254.62:9000
CCTV4美洲,http://118.251.60.185:8888/rtp/239.76.253.96:9000
CCTV4欧洲,http://118.251.60.185:8888/rtp/239.76.253.95:9000
CCTV1,http://49.67.188.201:4022/rtp/239.49.8.19:9614
cctv2,http://49.67.188.201:4022/rtp/239.49.8.50:9802
cctv3,http://49.67.188.201:4022/rtp/239.49.8.74:8000
cctv4,http://49.67.188.201:4022/rtp/239.49.8.51:9806
cctv5,http://49.67.188.201:4022/rtp/239.49.8.75:8000
cctv5+,http://49.67.188.201:4022/rtp/239.49.8.18:9610
cctv6,http://49.67.188.201:4022/rtp/239.49.8.76:8000
CCTV7,http://49.67.188.201:4022/rtp/239.49.0.126:8000
cctv8,http://49.67.188.201:4022/rtp/239.49.8.77:8000
cctv9,http://49.67.188.201:4022/rtp/239.49.8.53:9814
cctv10,http://49.67.188.201:4022/rtp/239.49.8.54:9818
cctv11,http://49.67.188.201:4022/rtp/239.49.0.127:8000
cctv12,http://49.67.188.201:4022/rtp/239.49.8.55:9822
cctv13,http://49.67.188.201:4022/rtp/239.49.8.109:8000
cctv14,http://49.67.188.201:4022/rtp/239.49.8.56:9826
cctv15,http://49.67.188.201:4022/rtp/239.49.0.128:8000
cctv16,http://49.67.188.201:4022/rtp/239.49.8.31:8000
cctv17,http://49.67.188.201:4022/rtp/239.49.8.52:9810
cctv4k,http://49.67.188.201:4022/rtp/239.49.0.82:8000
电视指南,http://49.67.188.201:4022/rtp/239.49.8.84:8000
第一剧场,http://49.67.188.201:4022/rtp/239.49.8.94:8000
风云剧场,http://49.67.188.201:4022/rtp/239.49.8.89:8000
风云音乐,http://49.67.188.201:4022/rtp/239.49.8.92:8000
cctv-16奥林匹克4k,http://49.67.188.201:4022/rtp/239.49.0.109:8000
cgtn英语,http://49.67.188.201:4022/rtp/239.49.1.9:6000
cgtn俄语,http://49.67.188.201:4022/rtp/239.49.0.111:8000
cetv1,http://49.67.188.201:4022/rtp/239.49.8.115:8000
CETV2,http://49.67.188.201:4022/rtp/239.49.0.71:8560
cetv4,http://49.67.188.201:4022/rtp/239.49.0.125:8000
湖南卫视,http://49.67.188.201:4022/rtp/239.49.8.12:9418
江苏卫视,http://49.67.188.201:4022/rtp/239.49.8.16:9602
浙江卫视,http://49.67.188.201:4022/rtp/239.49.8.20:9618
东方卫视,http://49.67.188.201:4022/rtp/239.49.8.17:9606
北京卫视,http://49.67.188.201:4022/rtp/239.49.8.11:9414
深圳卫视,http://49.67.188.201:4022/rtp/239.49.8.15:9430
广东卫视,http://49.67.188.201:4022/rtp/239.49.8.13:9422
安徽卫视,http://49.67.188.201:4022/rtp/239.49.8.80:8000
河南卫视,http://49.67.188.201:4022/rtp/239.49.8.29:8000
黑龙江卫视,http://49.67.188.201:4022/rtp/239.49.8.14:9426
山东卫视,http://49.67.188.201:4022/rtp/239.49.8.7:9306
山东教育卫视,http://49.67.188.201:4022/rtp/239.49.0.235:8000
天津卫视,http://49.67.188.201:4022/rtp/239.49.8.35:8620
四川卫视,http://49.67.188.201:4022/rtp/239.49.8.110:8000
重庆卫视,http://49.67.188.201:4022/rtp/239.49.8.57:9830
湖北卫视,http://49.67.188.201:4022/rtp/239.49.8.8:9632
江西卫视,http://49.67.188.201:4022/rtp/239.49.8.111:8000
贵州卫视,http://49.67.188.201:4022/rtp/239.49.8.49:8000
东南卫视,http://49.67.188.201:4022/rtp/239.49.8.112:8000
云南卫视,http://49.67.188.201:4022/rtp/239.49.0.177:8000
河北卫视,http://49.67.188.201:4022/rtp/239.49.8.114:8000
广西卫视,http://49.67.188.201:4022/rtp/239.49.8.10:8000
海南卫视,http://49.67.188.201:4022/rtp/239.49.8.83:8000
吉林卫视,http://49.67.188.201:4022/rtp/239.49.8.113:8000
辽宁卫视,http://49.67.188.201:4022/rtp/239.49.8.48:8000
陕西卫视,http://49.67.188.201:4022/rtp/239.49.0.233:8000
三沙卫视,http://49.67.188.201:4022/rtp/239.49.0.167:8000
内蒙古卫视,http://49.67.188.201:4022/rtp/239.49.0.180:8000
山西卫视,http://49.67.188.201:4022/rtp/239.49.1.51:6000
青海卫视,http://49.67.188.201:4022/rtp/239.49.0.81:8000
甘肃卫视,http://49.67.188.201:4022/rtp/239.49.0.250:8000
宁夏卫视,http://49.67.188.201:4022/rtp/239.49.0.171:8000
西藏卫视,http://49.67.188.201:4022/rtp/239.49.0.245:8000
新疆卫视,http://49.67.188.201:4022/rtp/239.49.0.178:8000
大湾区卫视,http://49.67.188.201:4022/rtp/239.49.0.234:8000
兵器科技,http://49.67.188.201:4022/rtp/239.49.8.88:8000
风云足球,http://49.67.188.201:4022/rtp/239.49.8.85:8000
高尔夫网球,http://49.67.188.201:4022/rtp/239.49.8.86:8000
cctv-央视台球,http://49.67.188.201:4022/rtp/239.49.8.91:8000
央视台球,http://49.67.188.201:4022/rtp/239.49.8.32:8000
女性时尚,http://49.67.188.201:4022/rtp/239.49.8.93:8000
世界地理,http://49.67.188.201:4022/rtp/239.49.8.87:8000
央视文化精品,http://49.67.188.201:4022/rtp/239.49.8.90:8000
江苏新闻,http://49.67.188.201:4022/rtp/239.49.8.120:8000
江苏城市,http://49.67.188.201:4022/rtp/239.49.8.107:8000
江苏教育,http://49.67.188.201:4022/rtp/239.49.8.122:8000
江苏体育,http://49.67.188.201:4022/rtp/239.49.8.117:8000
江苏影视,http://49.67.188.201:4022/rtp/239.49.8.118:8000
江苏综艺,http://49.67.188.201:4022/rtp/239.49.8.108:8000
优漫卡通,http://49.67.188.201:4022/rtp/239.49.8.119:8000
江苏国际,http://49.67.188.201:4022/rtp/239.49.1.23:6000
财富天下,http://49.67.188.201:4022/rtp/239.49.1.29:6000
金鹰纪实,http://49.67.188.201:4022/rtp/239.49.8.79:8000
金鹰卡通,http://49.67.188.201:4022/rtp/239.49.8.33:8000
快乐垂钓,http://49.67.188.201:4022/rtp/239.49.0.114:8000
先锋乒羽,http://49.67.188.201:4022/rtp/239.49.0.145:8000
茶频道,http://49.67.188.201:4022/rtp/239.49.0.146:8000
梨园频道,http://49.67.188.201:4022/rtp/239.49.8.193:8000
武术世界,http://49.67.188.201:4022/rtp/239.49.0.205:8000
文物宝库,http://49.67.188.201:4022/rtp/239.49.0.209:8000
CCTV1,http://59.55.252.222:6565/rtp/239.252.219.200:5140
CCTV2,http://59.55.252.222:6565/rtp/239.252.220.183:5140
CCTV3,http://59.55.252.222:6565/rtp/239.252.219.252:5140
CCTV4,http://59.55.252.222:6565/rtp/239.252.220.184:5140
CCTV5,http://59.55.252.222:6565/rtp/239.252.219.236:5140
CCTV6,http://59.55.252.222:6565/rtp/239.252.219.237:5140
CCTV7,http://59.55.252.222:6565/rtp/239.252.220.185:5140
CCTV8,http://59.55.252.222:6565/rtp/239.252.219.253:5140
CCTV9,http://59.55.252.222:6565/rtp/239.252.220.186:5140
CCTV10,http://59.55.252.222:6565/rtp/239.252.220.91:5140
CCTV11,http://59.55.252.222:6565/rtp/239.252.219.16:5140
CCTV12,http://59.55.252.222:6565/rtp/239.252.220.187:5140
BTV新闻,http://59.55.252.222:6565/rtp/239.252.219.18:5140
IPTV少儿动画,http://59.55.252.222:6565/rtp/239.252.220.92:5140
动感音乐,http://59.55.252.222:6565/rtp/239.252.219.20:5140
CCTV17,http://59.55.252.222:6565/rtp/239.252.220.192:5140
CGTN,http://59.55.252.222:6565/rtp/239.252.220.150:5140
江西卫视,http://59.55.252.222:6565/rtp/239.252.220.63:5140
江西都市,http://59.55.252.222:6565/rtp/239.252.220.109:5140
江西经济生活,http://59.55.252.222:6565/rtp/239.252.219.173:5140
江西影视旅游,http://59.55.252.222:6565/rtp/239.252.220.101:5140
江西公共农业,http://59.55.252.222:6565/rtp/239.252.220.102:5140
江西少儿,http://59.55.252.222:6565/rtp/239.252.220.111:5140
江西新闻,http://59.55.252.222:6565/rtp/239.252.220.100:5140
风尚购物,http://59.55.252.222:6565/rtp/239.252.220.151:5140
陶瓷,http://59.55.252.222:6565/rtp/239.252.219.125:5140
江西教育频道,http://59.55.252.222:6565/rtp/239.252.219.115:5140
湖南卫视,http://59.55.252.222:6565/rtp/239.252.219.201:5140
浙江卫视,http://59.55.252.222:6565/rtp/239.252.219.210:5140
江苏卫视,http://59.55.252.222:6565/rtp/239.252.219.214:5140
东方卫视,http://59.55.252.222:6565/rtp/239.252.219.229:5140
北京卫视,http://59.55.252.222:6565/rtp/239.252.219.206:5140
广东卫视,http://59.55.252.222:6565/rtp/239.252.219.213:5140
黑龙江卫视,http://59.55.252.222:6565/rtp/239.252.219.211:5140
湖北卫视,http://59.55.252.222:6565/rtp/239.252.219.208:5140
天津卫视,http://59.55.252.222:6565/rtp/239.252.220.61:5140
安徽卫视,http://59.55.252.222:6565/rtp/239.252.220.83:5140
辽宁卫视,http://59.55.252.222:6565/rtp/239.252.220.62:5140
山东卫视,http://59.55.252.222:6565/rtp/239.252.219.228:5140
深圳卫视,http://59.55.252.222:6565/rtp/239.252.219.212:5140
东南卫视,http://59.55.252.222:6565/rtp/239.252.220.82:5140
云南卫视,http://59.55.252.222:6565/rtp/239.252.219.185:5140
吉林卫视,http://59.55.252.222:6565/rtp/239.252.220.188:5140
西藏卫视,http://59.55.252.222:6565/rtp/239.252.219.106:5140
广西卫视,http://59.55.252.222:6565/rtp/239.252.219.183:5140
宁夏卫视,http://59.55.252.222:6565/rtp/239.252.219.104:5140
河南卫视,http://59.55.252.222:6565/rtp/239.252.220.189:5140
重庆卫视,http://59.55.252.222:6565/rtp/239.252.220.94:5140
甘肃卫视,http://59.55.252.222:6565/rtp/239.252.219.110:5140
海南卫视,http://59.55.252.222:6565/rtp/239.252.219.178:5140
四川卫视,http://59.55.252.222:6565/rtp/239.252.220.93:5140
山西卫视,http://59.55.252.222:6565/rtp/239.252.219.27:5140
贵州卫视,http://59.55.252.222:6565/rtp/239.252.220.190:5140
青海卫视,http://59.55.252.222:6565/rtp/239.252.219.46:5140
陕西卫视,http://59.55.252.222:6565/rtp/239.252.219.105:5140
内蒙古卫视,http://59.55.252.222:6565/rtp/239.252.219.48:5140
新疆卫视,http://59.55.252.222:6565/rtp/239.252.219.100:5140
兵团卫视,http://59.55.252.222:6565/rtp/239.252.219.107:5140
河北卫视,http://59.55.252.222:6565/rtp/239.252.220.154:5140
金鹰纪实,http://59.55.252.222:6565/rtp/239.252.220.155:5140
先锋乒羽,http://59.55.252.222:6565/rtp/239.252.219.184:5140
中国教育1台,http://59.55.252.222:6565/rtp/239.252.220.198:5140
炫动卡通,http://59.55.252.222:6565/rtp/239.252.219.43:5140
金鹰卡通,http://59.55.252.222:6565/rtp/239.252.219.44:5140
江西少儿,http://59.55.252.222:6565/rtp/239.252.219.113:5140
卡酷卡通,http://59.55.252.222:6565/rtp/239.252.219.109:5140
嘉佳卡通,http://59.55.252.222:6565/rtp/239.252.219.92:5140
宝宝动画,http://59.55.252.222:6565/rtp/239.252.220.121:5140
欢笑剧场,http://59.55.252.222:6565/rtp/239.252.219.224:5140
都市剧场,http://59.55.252.222:6565/rtp/239.252.219.225:5140
热门剧场,http://59.55.252.222:6565/rtp/239.252.220.124:5140
中国教育4台,http://59.55.252.222:6565/rtp/239.252.219.169:5140
谍战剧场,http://59.55.252.222:6565/rtp/239.252.220.125:5140
央广购物,http://59.55.252.222:6565/rtp/239.252.220.147:5140
家家购物,http://59.55.252.222:6565/rtp/239.252.220.148:5140
优购物,http://59.55.252.222:6565/rtp/239.252.219.47:5140
家有购物,http://59.55.252.222:6565/rtp/239.252.219.68:5140
星光影院,http://59.55.252.222:6565/rtp/239.252.220.127:5140
全球大片,http://59.55.252.222:6565/rtp/239.252.220.128:5140
华语影院,http://59.55.252.222:6565/rtp/239.252.220.126:5140
纪实人文,http://59.55.252.222:6565/rtp/239.252.219.227:5140
全纪实,http://59.55.252.222:6565/rtp/239.252.219.55:5140
法治天地,http://59.55.252.222:6565/rtp/239.252.219.56:5140
生活时尚,http://59.55.252.222:6565/rtp/239.252.219.54:5140
金色学堂,http://59.55.252.222:6565/rtp/239.252.219.63:5140
健康养生,http://59.55.252.222:6565/rtp/239.252.220.129:5140
国学,http://59.55.252.222:6565/rtp/239.252.220.157:5140
七彩戏剧,http://59.55.252.222:6565/rtp/239.252.219.102:5140
动漫秀场,http://59.55.252.222:6565/rtp/239.252.219.59:5140
游戏风云,http://59.55.252.222:6565/rtp/239.252.219.60:5140
极速汽车,http://59.55.252.222:6565/rtp/239.252.219.62:5140
文物宝库,http://59.55.252.222:6565/rtp/239.252.220.158:5140
东方财经,http://59.55.252.222:6565/rtp/239.252.219.57:5140
茶,http://59.55.252.222:6565/rtp/239.252.220.160:5140
CCTV1,http://59.55.252.222:6565/rtp/239.252.219.10:5140
江西经济生活,http://59.55.252.222:6565/rtp/239.252.220.110:5140
4K影视,http://59.55.252.222:6565/rtp/239.252.220.131:5140
百变课堂,http://59.55.252.222:6565/rtp/239.252.220.123:5140
老故事,http://59.55.252.222:6565/rtp/239.252.220.172:5140
中学生,http://59.55.252.222:6565/rtp/239.252.220.174:5140
快乐垂钓,http://59.55.252.222:6565/rtp/239.252.220.177:5140
靓妆,http://59.55.252.222:6565/rtp/239.252.220.178:5140
梨园,http://59.55.252.222:6565/rtp/239.252.220.179:5140
武术世界,http://59.55.252.222:6565/rtp/239.252.220.180:5140
汽摩,http://59.55.252.222:6565/rtp/239.252.220.181:5140
直播室101,http://59.55.252.222:6565/rtp/239.252.219.53:5140
直播室102,http://59.55.252.222:6565/rtp/239.252.219.91:5140
直播室103,http://59.55.252.222:6565/rtp/239.252.219.111:5140
直播室104,http://59.55.252.222:6565/rtp/239.252.219.112:5140
直播室105,http://59.55.252.222:6565/rtp/239.252.219.117:5140
直播室106,http://59.55.252.222:6565/rtp/239.252.219.135:5140
直播室107,http://59.55.252.222:6565/rtp/239.252.219.136:5140
直播室108,http://59.55.252.222:6565/rtp/239.252.219.203:5140
直播室109,http://59.55.252.222:6565/rtp/239.252.219.204:5140
直播室110,http://59.55.252.222:6565/rtp/239.252.219.205:5140
直播室111,http://59.55.252.222:6565/rtp/239.252.219.215:5140
CCTV4,http://59.55.252.222:6565/rtp/239.252.219.192:5140
CCTV4,http://59.55.252.222:6565/rtp/239.252.219.193:5140
CGTV英语,http://59.55.252.222:6565/rtp/239.252.219.194:5140
CGTN英文纪录,http://59.55.252.222:6565/rtp/239.252.219.195:5140
CGTN西班牙语,http://59.55.252.222:6565/rtp/239.252.219.196:5140
直播室201,http://59.55.252.222:6565/rtp/239.252.219.129:5140
直播室202,http://59.55.252.222:6565/rtp/239.252.219.130:5140
直播室203,http://59.55.252.222:6565/rtp/239.252.219.131:5140
直播室204,http://59.55.252.222:6565/rtp/239.252.219.132:5140
直播室205,http://59.55.252.222:6565/rtp/239.252.219.133:5140
直播室206,http://59.55.252.222:6565/rtp/239.252.219.137:5140
直播室207,http://59.55.252.222:6565/rtp/239.252.219.138:5140
直播室208,http://59.55.252.222:6565/rtp/239.252.219.221:5140
直播室209,http://59.55.252.222:6565/rtp/239.252.219.218:5140
直播室210,http://59.55.252.222:6565/rtp/239.252.219.219:5140
直播室211,http://59.55.252.222:6565/rtp/239.252.219.220:5140
演唱会,http://59.55.252.222:6565/rtp/239.252.219.186:5140
CGTN法语,http://59.55.252.222:6565/rtp/239.252.219.65:5140
CGTN阿拉伯语,http://59.55.252.222:6565/rtp/239.252.219.66:5140
CGTN俄语,http://59.55.252.222:6565/rtp/239.252.219.67:5140
中甲直播,http://59.55.252.222:6565/rtp/239.252.219.177:5140
珠峰直播,http://59.55.252.222:6565/rtp/239.252.219.182:5140
CCTV3,http://59.55.252.222:6565/rtp/239.252.220.193:5140
CCTV5,http://59.55.252.222:6565/rtp/239.252.219.198:5140
CCTV6,http://59.55.252.222:6565/rtp/239.252.220.195:5140
CCTV8,http://59.55.252.222:6565/rtp/239.252.220.196:5140
芒果跨年,http://59.55.252.222:6565/rtp/239.252.219.188:5140
芒果跨年云监工,http://59.55.252.222:6565/rtp/239.252.219.187:5140
新年音乐会,http://59.55.252.222:6565/rtp/239.252.219.189:514
CCTV1,http://nas.laoknas.com:9000/rtp/232.0.0.27:1234
cctv2,http://nas.laoknas.com:9000/rtp/232.0.0.135:1234
cctv3,http://nas.laoknas.com:9000/rtp/232.0.0.170:1234
cctv4,http://nas.laoknas.com:9000/rtp/232.0.0.201:1234
cctv4k,http://nas.laoknas.com:9000/rtp/232.0.0.158:1234
