📡央视频道👉,#genre#
辽宁卫视,http://124.227.201.79:8888/udp/239.81.0.35:4056
吉林卫视,http://124.227.201.79:8888/udp/239.81.0.58:4056
黑龙江卫视,http://124.227.201.79:8888/udp/239.81.0.105:4056
黑龙江卫视,http://124.227.201.79:8888/udp/239.81.0.33:4056
内蒙古卫视,http://124.227.201.79:8888/udp/239.81.0.54:4056
宁夏卫视,http://124.227.201.79:8888/udp/239.81.0.60:4056
甘肃卫视,http://124.227.201.79:8888/udp/239.81.0.207:4056
青海卫视,http://124.227.201.79:8888/udp/239.81.0.53:4056
新疆卫视,http://124.227.201.79:8888/udp/239.81.0.46:4056
兵团卫视,http://124.227.201.79:8888/udp/239.81.0.213:4056
西藏卫视,http://124.227.201.79:8888/udp/239.81.0.55:4056
云南卫视,http://124.227.201.79:8888/udp/239.81.0.45:4056
四川卫视,http://124.227.201.79:8888/udp/239.81.0.130:4056
四川卫视,http://124.227.201.79:8888/udp/239.81.0.43:4056
贵州卫视,http://124.227.201.79:8888/udp/239.81.0.95:4056
贵州卫视,http://124.227.201.79:8888/udp/239.81.0.56:4056
海南卫视,http://124.227.201.79:8888/udp/239.81.0.48:4056
三沙卫视,http://124.227.201.79:8888/udp/239.81.0.242:4056
广东卫视,http://124.227.201.79:8888/udp/239.81.0.104:4056
广东卫视,http://124.227.201.79:8888/udp/239.81.0.36:4056
南方卫视,http://124.227.201.79:8888/udp/239.81.0.32:4056
深圳卫视,http://124.227.201.79:8888/udp/239.81.0.103:4056
深圳卫视,http://124.227.201.79:8888/udp/239.81.0.57:4056
湖南卫视,http://124.227.201.79:8888/udp/239.81.0.110:4056
湖南卫视,http://124.227.201.79:8888/udp/239.81.0.40:4056
湖北卫视,http://124.227.201.79:8888/udp/239.81.0.112:4056
湖北卫视,http://124.227.201.79:8888/udp/239.81.0.41:4056
陕西卫视,http://124.227.201.79:8888/udp/239.81.0.89:4056
山西卫视,http://124.227.201.79:8888/udp/239.81.0.49:4056
河南卫视,http://124.227.201.79:8888/udp/239.81.0.44:4056
河北卫视,http://124.227.201.79:8888/udp/239.81.0.94:4056
河北卫视,http://124.227.201.79:8888/udp/239.81.0.51:4056
江西卫视,http://124.227.201.79:8888/udp/239.81.0.204:4056
江西卫视,http://124.227.201.79:8888/udp/239.81.0.38:4056
东南卫视,http://124.227.201.79:8888/udp/239.81.0.215:4056
东南卫视,http://124.227.201.79:8888/udp/239.81.0.59:4056
厦门卫视,http://124.227.201.79:8888/udp/239.81.0.212:4056
河北卫视,http://123.180.139.180:8888/rtp/239.254.200.174:6000
湖南卫视,http://123.180.139.180:8888/rtp/239.254.200.48:8012
浙江卫视,http://123.180.139.180:8888/rtp/239.254.200.53:8036
江苏卫视,http://123.180.139.180:8888/rtp/239.254.200.51:8028
安徽卫视,http://123.180.139.180:8888/rtp/239.254.200.163:6000
东南卫视,http://123.180.139.180:8888/rtp/239.254.201.13:6291
北京卫视,http://123.180.139.180:8888/rtp/239.254.200.47:8024
天津卫视,http://123.180.139.180:8888/rtp/239.254.200.54:1234
辽宁卫视,http://123.180.139.180:8888/rtp/239.254.200.57:8056
山东卫视,http://123.180.139.180:8888/rtp/239.254.200.55:8052
云南卫视,http://123.180.139.180:8888/rtp/239.254.200.68:8108
河南卫视,http://123.180.139.180:8888/rtp/239.254.201.16:7174
黑龙江卫视,http://123.180.139.180:8888/rtp/239.254.200.49:8016
四川卫视,http://123.180.139.180:8888/rtp/239.254.200.202:6325
江西卫视,http://123.180.139.180:8888/rtp/239.254.201.12:6290
贵州卫视,http://123.180.139.180:8888/rtp/239.254.201.20:6315
深圳卫视,http://123.180.139.180:8888/rtp/239.254.200.50:8020
湖北卫视,http://123.180.139.180:8888/rtp/239.254.200.164:6000
东方卫视,http://123.180.139.180:8888/rtp/239.254.200.52:8032
重庆卫视,http://123.180.139.180:8888/rtp/239.254.200.203:6323
山西卫视,http://123.180.139.180:8888/rtp/239.254.200.83:8172
广东卫视,http://123.180.139.180:8888/rtp/239.254.200.56:8048
广西卫视,http://123.180.139.180:8888/rtp/239.254.200.80:8300
吉林卫视,http://123.180.139.180:8888/rtp/239.254.201.15:6339
陕西卫视,http://123.180.139.180:8888/rtp/239.254.200.82:8140
内蒙古卫视,http://123.180.139.180:8888/rtp/239.254.200.84:8176
青海卫视,http://123.180.139.180:8888/rtp/239.254.200.85:8184
海南卫视,http://123.180.139.180:8888/rtp/239.254.201.125:6288
宁夏卫视,http://123.180.139.180:8888/rtp/239.254.200.87:8124
西藏卫视,http://123.180.139.180:8888/rtp/239.254.200.88:8164
新疆卫视,http://123.180.139.180:8888/rtp/239.254.200.89:8160
甘肃卫视,http://123.180.139.180:8888/rtp/239.254.200.90:8188
凤凰卫视电影台,http://123.180.139.180:8888/rtp/239.254.201.1:5214
凤凰卫视中文台,http://123.180.139.180:8888/rtp/239.254.201.2:5226
凤凰卫视资讯台,http://123.180.139.180:8888/rtp/239.254.201.3:5227
浙江卫视,http://220.189.108.176:19888/rtp/233.50.201.100:5140
深圳卫视,http://220.189.108.176:19888/rtp/233.50.201.101:5140
广东卫视,http://220.189.108.176:19888/rtp/233.50.201.102:5140
湖南卫视,http://220.189.108.176:19888/rtp/233.50.201.103:5140
天津卫视,http://220.189.108.176:19888/rtp/233.50.201.104:5140
山东卫视,http://220.189.108.176:19888/rtp/233.50.201.105:5140
江苏卫视,http://220.189.108.176:19888/rtp/233.50.201.106:5140
北京卫视,http://220.189.108.176:19888/rtp/233.50.201.107:5140
四川卫视,http://220.189.108.176:19888/rtp/233.50.201.139:5140
河北卫视,http://220.189.108.176:19888/rtp/233.50.201.140:5140
辽宁卫视,http://220.189.108.176:19888/rtp/233.50.201.141:5140
贵州卫视,http://220.189.108.176:19888/rtp/233.50.201.142:5140
重庆卫视,http://220.189.108.176:19888/rtp/233.50.201.143:5140
河南卫视,http://220.189.108.176:19888/rtp/233.50.201.144:5140
江西卫视,http://220.189.108.176:19888/rtp/233.50.201.145:5140
东南卫视,http://220.189.108.176:19888/rtp/233.50.201.146:5140
安徽卫视,http://220.189.108.176:19888/rtp/233.50.201.113:5140
湖北卫视,http://220.189.108.176:19888/rtp/233.50.201.114:5140
黑龙江卫视,http://220.189.108.176:19888/rtp/233.50.201.115:5140
东方卫视,http://220.189.108.176:19888/rtp/233.50.201.125:5140
内蒙古卫视,http://220.189.108.176:19888/rtp/233.50.201.148:5140
甘肃卫视,http://220.189.108.176:19888/rtp/233.50.201.149:5140
海南卫视,http://220.189.108.176:19888/rtp/233.50.201.55:5140
青海卫视,http://220.189.108.176:19888/rtp/233.50.201.65:5140
西藏卫视,http://220.189.108.176:19888/rtp/233.50.201.70:5140
陕西卫视,http://220.189.108.176:19888/rtp/233.50.201.59:5140
兵团卫视,http://220.189.108.176:19888/rtp/233.50.201.72:5140
山西卫视,http://220.189.108.176:19888/rtp/233.50.201.51:5140
宁夏卫视,http://220.189.108.176:19888/rtp/233.50.201.57:5140
广西卫视,http://220.189.108.176:19888/rtp/233.50.201.49:5140
云南卫视,http://220.189.108.176:19888/rtp/233.50.201.46:5140
吉林卫视,http://220.189.108.176:19888/rtp/233.50.201.48:5140

📡其他频道👉全网,#genre#
湖南,http://110.72.65.11:808/hls/1003/index.m3u8
东方,http://110.72.65.11:808/hls/1004/index.m3u8
北京,http://110.72.65.11:808/hls/1005/index.m3u8
浙江,http://110.72.65.11:808/hls/1006/index.m3u8
江苏,http://110.72.65.11:808/hls/1007/index.m3u8
深圳,http://110.72.65.11:808/hls/1008/index.m3u8
天津,http://110.72.65.11:808/hls/1009/index.m3u8
山东,http://110.72.65.11:808/hls/1011/index.m3u8
湖北,http://110.72.65.11:808/hls/1010/index.m3u8
广东,http://110.72.65.11:808/hls/1002/index.m3u8
IPTV3,http://110.72.65.11:808/hls/2012/index.m3u8
IPTV5,http://110.72.65.11:808/hls/2014/index.m3u8
IPTV6,http://110.72.65.11:808/hls/2015/index.m3u8
IPTV8,http://110.72.65.11:808/hls/2017/index.m3u8
湖南,http://110.72.64.172:808/hls/1003/index.m3u8
东方,http://110.72.64.172:808/hls/1004/index.m3u8
北京,http://110.72.64.172:808/hls/1005/index.m3u8
浙江,http://110.72.64.172:808/hls/1006/index.m3u8
江苏,http://110.72.64.172:808/hls/1007/index.m3u8
深圳,http://110.72.64.172:808/hls/1008/index.m3u8
天津,http://110.72.64.172:808/hls/1009/index.m3u8
山东,http://110.72.64.172:808/hls/1011/index.m3u8
湖北,http://110.72.64.172:808/hls/1010/index.m3u8
广东,http://110.72.64.172:808/hls/1002/index.m3u8
IPTV3,http://110.72.64.172:808/hls/2012/index.m3u8
IPTV5,http://110.72.64.172:808/hls/2014/index.m3u8
IPTV6,http://110.72.64.172:808/hls/2015/index.m3u8
IPTV8,http://110.72.64.172:808/hls/2017/index.m3u8
湖南,http://110.72.64.143:808/hls/1003/index.m3u8
东方,http://110.72.64.143:808/hls/1004/index.m3u8
北京,http://110.72.64.143:808/hls/1005/index.m3u8
浙江,http://110.72.64.143:808/hls/1006/index.m3u8
江苏,http://110.72.64.143:808/hls/1007/index.m3u8
深圳,http://110.72.64.143:808/hls/1008/index.m3u8
天津,http://110.72.64.143:808/hls/1009/index.m3u8
山东,http://110.72.64.143:808/hls/1011/index.m3u8
湖北,http://110.72.64.143:808/hls/1010/index.m3u8
广东,http://110.72.64.143:808/hls/1002/index.m3u8
IPTV3,http://110.72.64.143:808/hls/2012/index.m3u8
IPTV5,http://110.72.64.143:808/hls/2014/index.m3u8
IPTV6,http://110.72.64.143:808/hls/2015/index.m3u8
IPTV8,http://110.72.64.143:808/hls/2017/index.m3u8
广西,http://110.72.65.11:808/hls/1001/index.m3u8
湖南,http://110.72.65.11:808/hls/1003/index.m3u8
东方,http://110.72.65.11:808/hls/1004/index.m3u8
北京,http://110.72.65.11:808/hls/1005/index.m3u8
浙江,http://110.72.65.11:808/hls/1006/index.m3u8
江苏,http://110.72.65.11:808/hls/1007/index.m3u8
深圳,http://110.72.65.11:808/hls/1008/index.m3u8
天津,http://110.72.65.11:808/hls/1009/index.m3u8
山东,http://110.72.65.11:808/hls/1011/index.m3u8
湖北,http://110.72.65.11:808/hls/1010/index.m3u8
广东,http://110.72.65.11:808/hls/1002/index.m3u8
IPTV3,http://110.72.65.11:808/hls/2012/index.m3u8
IPTV5,http://110.72.65.11:808/hls/2014/index.m3u8
IPTV6,http://110.72.65.11:808/hls/2015/index.m3u8
IPTV8,http://110.72.65.11:808/hls/2017/index.m3u8
广西,http://110.72.64.143:808/hls/1001/index.m3u8
湖南,http://110.72.64.143:808/hls/1003/index.m3u8
东方,http://110.72.64.143:808/hls/1004/index.m3u8
北京,http://110.72.64.143:808/hls/1005/index.m3u8
浙江,http://110.72.64.143:808/hls/1006/index.m3u8
江苏,http://110.72.64.143:808/hls/1007/index.m3u8
深圳,http://110.72.64.143:808/hls/1008/index.m3u8
天津,http://110.72.64.143:808/hls/1009/index.m3u8
山东,http://110.72.64.143:808/hls/1011/index.m3u8
湖北,http://110.72.64.143:808/hls/1010/index.m3u8
广东,http://110.72.64.143:808/hls/1002/index.m3u8
IPTV3,http://110.72.64.143:808/hls/2012/index.m3u8
IPTV5,http://110.72.64.143:808/hls/2014/index.m3u8
IPTV6,http://110.72.64.143:808/hls/2015/index.m3u8
IPTV8,http://110.72.64.143:808/hls/2017/index.m3u8
湖南,http://110.72.72.90:808/hls/1003/index.m3u8
东方,http://110.72.72.90:808/hls/1004/index.m3u8
北京,http://110.72.72.90:808/hls/1005/index.m3u8
浙江,http://110.72.72.90:808/hls/1006/index.m3u8
江苏,http://110.72.72.90:808/hls/1007/index.m3u8
深圳,http://110.72.72.90:808/hls/1008/index.m3u8
天津,http://110.72.72.90:808/hls/1009/index.m3u8
山东,http://110.72.72.90:808/hls/1011/index.m3u8
湖北,http://110.72.72.90:808/hls/1010/index.m3u8
广东,http://110.72.72.90:808/hls/1002/index.m3u8
IPTV3,http://110.72.72.90:808/hls/2012/index.m3u8
IPTV5,http://110.72.72.90:808/hls/2014/index.m3u8
IPTV6,http://110.72.72.90:808/hls/2015/index.m3u8
IPTV8,http://110.72.72.90:808/hls/2017/index.m3u8
湖南,http://110.72.60.83:808/hls/1003/index.m3u8
东方,http://110.72.60.83:808/hls/1004/index.m3u8
北京,http://110.72.60.83:808/hls/1005/index.m3u8
浙江,http://110.72.60.83:808/hls/1006/index.m3u8
江苏,http://110.72.60.83:808/hls/1007/index.m3u8
深圳,http://110.72.60.83:808/hls/1008/index.m3u8
天津,http://110.72.60.83:808/hls/1009/index.m3u8
山东,http://110.72.60.83:808/hls/1011/index.m3u8
湖北,http://110.72.60.83:808/hls/1010/index.m3u8
广东,http://110.72.60.83:808/hls/1002/index.m3u8
IPTV3,http://110.72.60.83:808/hls/2012/index.m3u8
IPTV5,http://110.72.60.83:808/hls/2014/index.m3u8
IPTV6,http://110.72.60.83:808/hls/2015/index.m3u8
IPTV8,http://110.72.60.83:808/hls/2017/index.m3u8
CQTV移动,http://113.206.196.242:8005/udp/225.0.4.215:7980
时尚购物,http://113.206.196.242:8005/udp/225.0.4.198:7980
CGTN,http://113.206.196.242:8005/udp/225.0.4.12:7980
纪实,http://113.206.196.242:8005/udp/225.0.4.99:7980
CQTV新闻,http://113.206.196.242:8005/udp/225.0.4.59:7980
CQTV汽摩,http://113.206.196.242:8005/udp/225.0.4.61:7980
CQTV影视,http://113.206.196.242:8005/udp/225.0.4.62:7980
CQTV科教,http://113.206.196.242:8005/udp/225.0.4.63:7980
CQTV社会与法,http://113.206.196.242:8005/udp/225.0.4.64:7980
CQTV娱乐,http://113.206.196.242:8005/udp/225.0.4.65:7980
CQTV移动,http://113.206.196.242:8005/udp/225.0.4.68:7980
CQTV时尚生活,http://113.206.196.242:8005/udp/225.0.4.69:7980
CQTV新农村,http://113.206.196.242:8005/udp/225.0.4.70:7980
CQTV少儿,http://113.206.196.242:8005/udp/225.0.4.71:7980
爱生活,http://113.206.196.242:8005/udp/225.0.4.164:7980
IPTV相声小品,http://113.206.196.242:8005/udp/225.0.4.56:7980
IPTV野外,http://113.206.196.242:8005/udp/225.0.4.57:7980
IPTV3,http://113.206.196.242:8005/udp/225.0.4.51:7980
IPTV5,http://113.206.196.242:8005/udp/225.0.4.53:7980
IPTV6,http://113.206.196.242:8005/udp/225.0.4.50:7980
IPTV8,http://113.206.196.242:8005/udp/225.0.4.54:7980
经典电影,http://113.206.196.242:8005/udp/225.0.4.48:7980
解密,http://113.206.196.242:8005/udp/225.0.4.153:7980
全纪实,http://113.206.196.242:8005/udp/225.0.4.113:7980
纪实,http://113.206.196.242:8005/udp/225.0.4.99:7980
地理,http://113.206.196.242:8005/udp/225.0.4.149:7980
古装剧场,http://113.206.196.242:8005/udp/225.0.4.147:7980
武侠剧场,http://113.206.196.242:8005/udp/225.0.4.168:7980
军旅剧场,http://113.206.196.242:8005/udp/225.0.4.146:7980
喜剧影院,http://113.206.196.242:8005/udp/225.0.4.169:7980
动作影院,http://113.206.196.242:8005/udp/225.0.4.170:7980
家庭影院,http://113.206.196.242:8005/udp/225.0.4.171:7980
星影,http://113.206.196.242:8005/udp/225.0.4.172:7980
CQTV移动,http://113.206.196.242:8004/udp/225.0.4.215:7980
时尚购物,http://113.206.196.242:8004/udp/225.0.4.198:7980
CGTN,http://113.206.196.242:8004/udp/225.0.4.12:7980
纪实,http://113.206.196.242:8004/udp/225.0.4.99:7980
CQTV新闻,http://113.206.196.242:8004/udp/225.0.4.59:7980
CQTV汽摩,http://113.206.196.242:8004/udp/225.0.4.61:7980
CQTV影视,http://113.206.196.242:8004/udp/225.0.4.62:7980
CQTV科教,http://113.206.196.242:8004/udp/225.0.4.63:7980
CQTV社会与法,http://113.206.196.242:8004/udp/225.0.4.64:7980
CQTV娱乐,http://113.206.196.242:8004/udp/225.0.4.65:7980
CQTV移动,http://113.206.196.242:8004/udp/225.0.4.68:7980
CQTV时尚生活,http://113.206.196.242:8004/udp/225.0.4.69:7980
CQTV新农村,http://113.206.196.242:8004/udp/225.0.4.70:7980
CQTV少儿,http://113.206.196.242:8004/udp/225.0.4.71:7980
爱生活,http://113.206.196.242:8004/udp/225.0.4.164:7980
IPTV相声小品,http://113.206.196.242:8004/udp/225.0.4.56:7980
IPTV野外,http://113.206.196.242:8004/udp/225.0.4.57:7980
IPTV3,http://113.206.196.242:8004/udp/225.0.4.51:7980
IPTV5,http://113.206.196.242:8004/udp/225.0.4.53:7980
IPTV6,http://113.206.196.242:8004/udp/225.0.4.50:7980
IPTV8,http://113.206.196.242:8004/udp/225.0.4.54:7980
经典电影,http://113.206.196.242:8004/udp/225.0.4.48:7980
解密,http://113.206.196.242:8004/udp/225.0.4.153:7980
全纪实,http://113.206.196.242:8004/udp/225.0.4.113:7980
纪实,http://113.206.196.242:8004/udp/225.0.4.99:7980
地理,http://113.206.196.242:8004/udp/225.0.4.149:7980
古装剧场,http://113.206.196.242:8004/udp/225.0.4.147:7980
武侠剧场,http://113.206.196.242:8004/udp/225.0.4.168:7980
军旅剧场,http://113.206.196.242:8004/udp/225.0.4.146:7980
喜剧影院,http://113.206.196.242:8004/udp/225.0.4.169:7980
动作影院,http://113.206.196.242:8004/udp/225.0.4.170:7980
家庭影院,http://113.206.196.242:8004/udp/225.0.4.171:7980
星影,http://113.206.196.242:8004/udp/225.0.4.172:7980
中国教育一套,http://115.192.144.21:4022/rtp/233.50.201.75:5140
中国教育四套,http://115.192.144.21:4022/rtp/233.50.201.172:5140
CGTN,http://115.192.144.21:4022/rtp/233.50.201.126:5140
CGTN西班牙语,http://115.192.144.21:4022/rtp/233.50.201.36:5140
CGTN法语,http://115.192.144.21:4022/rtp/233.50.201.37:5140
CGTN阿拉伯语,http://115.192.144.21:4022/rtp/233.50.201.38:5140
CGTN俄语,http://115.192.144.21:4022/rtp/233.50.201.39:5140
法制天地,http://115.192.144.21:4022/rtp/233.50.201.191:5140
金鹰卡通,http://115.192.144.21:4022/rtp/233.50.201.73:5140
哈哈炫动,http://115.192.144.21:4022/rtp/233.50.201.74:5140
动漫秀场,http://115.192.144.21:4022/rtp/233.50.201.184:5140
游戏风云,http://115.192.144.21:4022/rtp/233.50.201.183:5140
乐游,http://115.192.144.21:4022/rtp/233.50.201.185:5140
金色学堂,http://115.192.144.21:4022/rtp/233.50.201.186:5140
生活时尚,http://115.192.144.21:4022/rtp/233.50.201.187:5140
茶频道,http://115.192.144.21:4022/rtp/233.50.201.188:5140
快乐垂钓,http://115.192.144.21:4022/rtp/233.50.201.109:5140
BesTV,http://115.192.144.21:4022/rtp/233.50.201.201:5140
中国蓝直播,http://115.192.144.21:4022/rtp/233.50.201.193:5140
新视觉,http://115.192.144.21:4022/rtp/233.50.201.244:5140
欢笑剧场,http://115.192.144.21:4022/rtp/233.50.201.189:5140
都市剧场,http://115.192.144.21:4022/rtp/233.50.201.190:5140
电视购物,http://115.192.144.21:4022/rtp/233.50.201.248:5140
家有购物,http://115.192.144.21:4022/rtp/233.50.201.90:5140
游戏频道,http://115.192.144.21:4022/rtp/233.50.201.207:5140
游戏频道,http://115.192.144.21:4022/rtp/233.50.201.215:5140
未知频道,http://115.192.144.21:4022/rtp/233.50.201.224:5140
中国蓝直播,http://115.192.144.21:4022/rtp/233.50.201.108:5140
浙江之声广播,http://115.192.144.21:4022/rtp/233.50.201.79:5140
浙江新闻广播,http://115.192.144.21:4022/rtp/233.50.201.80:5140
经济频道广播,http://115.192.144.21:4022/rtp/233.50.201.81:5140
音乐调频广播,http://115.192.144.21:4022/rtp/233.50.201.82:5140
交通之声广播,http://115.192.144.21:4022/rtp/233.50.201.83:5140
旅游之声广播,http://115.192.144.21:4022/rtp/233.50.201.84:5140
城市之声广播,http://115.192.144.21:4022/rtp/233.50.201.85:5140
民生资讯广播,http://115.192.144.21:4022/rtp/233.50.201.86:5140
CGTN,http://124.227.201.79:8888/udp/239.81.0.28:4056
爱上4K,http://124.227.201.79:8888/udp/239.81.0.123:4056
经典电影,http://124.227.201.79:8888/udp/239.81.0.84:4056
热播剧场,http://124.227.201.79:8888/udp/239.81.0.85:4056
都市剧场,http://124.227.201.79:8888/udp/239.81.0.81:4056
生活时尚,http://124.227.201.79:8888/udp/239.81.0.75:4056
魅力时尚,http://124.227.201.79:8888/udp/239.81.0.83:4056
七彩戏剧,http://124.227.201.79:8888/udp/239.81.0.70:4056
法治天地,http://124.227.201.79:8888/udp/239.81.0.79:4056
金色频道,http://124.227.201.79:8888/udp/239.81.0.80:4056
IPTV自然传奇,http://124.227.201.79:8888/udp/239.81.0.18:4056
IPTV法治,http://124.227.201.79:8888/udp/239.81.0.20:4056
IPTV相声小品,http://124.227.201.79:8888/udp/239.81.0.17:4056
IPTV谍战剧场,http://124.227.201.79:8888/udp/239.81.0.15:4056
IPTV3＋综艺,http://124.227.201.79:8888/udp/239.81.0.66:4056
IPTV5＋体育,http://124.227.201.79:8888/udp/239.81.0.12:4056
IPTV6＋电影,http://124.227.201.79:8888/udp/239.81.0.65:4056
IPTV8＋电视剧,http://124.227.201.79:8888/udp/239.81.0.67:4056
东方财经,http://124.227.201.79:8888/udp/239.81.0.76:4056
嘉佳卡通,http://124.227.201.79:8888/udp/239.81.0.64:4056
卡酷动画,http://124.227.201.79:8888/udp/239.81.0.62:4056
金鹰卡通,http://124.227.201.79:8888/udp/239.81.0.61:4056
新动漫,http://124.227.201.79:8888/udp/239.81.0.235:4056
少儿动画,http://124.227.201.79:8888/udp/239.81.0.82:4056
动漫秀场,http://124.227.201.79:8888/udp/239.81.0.68:4056
全纪实,http://124.227.201.79:8888/udp/239.81.0.78:4056
求索,http://124.227.201.79:8888/udp/239.81.0.202:4056
IPTV足球,http://124.227.201.79:8888/udp/239.81.0.97:4056
先锋乒羽,http://124.227.201.79:8888/udp/239.81.0.236:4056
极速汽车,http://124.227.201.79:8888/udp/239.81.0.73:4056
网络棋牌,http://124.227.201.79:8888/udp/239.81.0.237:4056
游戏风云,http://124.227.201.79:8888/udp/239.81.0.72:4056
电竞游戏1,http://124.227.201.79:8888/udp/239.81.0.203:4056
电竞游戏2,http://124.227.201.79:8888/udp/239.81.0.201:4056
收视指南,http://124.227.201.79:8888/udp/239.81.0.86:4056
中国天气,http://124.227.201.79:8888/udp/239.81.0.63:4056
聚鲨环球精选,http://124.227.201.79:8888/udp/239.81.0.98:4056
CGTN,http://123.180.139.180:8888/rtp/239.254.200.12:8056
kaku少儿,http://123.180.139.180:8888/rtp/239.254.200.91:9248
金鹰卡通,http://123.180.139.180:8888/rtp/239.254.200.92:9252
嘉佳卡通,http://123.180.139.180:8888/rtp/239.254.201.201:7269
优漫卡通,http://123.180.139.180:8888/rtp/239.254.201.203:7178
山东教育,http://123.180.139.180:8888/rtp/239.254.200.247:4120
纪实人文,http://123.180.139.180:8888/rtp/239.254.200.58:8060
BTV冬奥纪实,http://123.180.139.180:8888/rtp/239.254.200.188:6311
金鹰纪实,http://123.180.139.180:8888/rtp/239.254.200.189:6293
电视指南,http://123.180.139.180:8888/rtp/239.254.200.142:6256
第一剧场,http://123.180.139.180:8888/rtp/239.254.200.93:6227
风云剧场,http://123.180.139.180:8888/rtp/239.254.200.94:6228
怀旧剧场,http://123.180.139.180:8888/rtp/239.254.200.95:6229
风云音乐,http://123.180.139.180:8888/rtp/239.254.200.96:6230
风云足球,http://123.180.139.180:8888/rtp/239.254.200.97:6231
高尔夫网球,http://123.180.139.180:8888/rtp/239.254.200.98:6232
天元围棋,http://123.180.139.180:8888/rtp/239.254.201.156:6270
武术世界,http://123.180.139.180:8888/rtp/239.254.200.100:6234
兵器科技,http://123.180.139.180:8888/rtp/239.254.200.101:6235
世界地理,http://123.180.139.180:8888/rtp/239.254.200.102:6236
老故事,http://123.180.139.180:8888/rtp/239.254.200.104:6237
环球奇观,http://123.180.139.180:8888/rtp/239.254.200.105:6238
文物宝库,http://123.180.139.180:8888/rtp/239.254.200.106:6239
国学,http://123.180.139.180:8888/rtp/239.254.200.107:6255
茶频道,http://123.180.139.180:8888/rtp/239.254.200.228:6258
女性时尚,http://123.180.139.180:8888/rtp/239.254.200.110:6241
文化精品,http://123.180.139.180:8888/rtp/239.254.200.111:6251
早期教育,http://123.180.139.180:8888/rtp/239.254.200.114:6244
快乐垂钓,http://123.180.139.180:8888/rtp/239.254.200.229:6257
书画,http://123.180.139.180:8888/rtp/239.254.200.217:6267
摄影,http://123.180.139.180:8888/rtp/239.254.200.119:6246
梨园,http://123.180.139.180:8888/rtp/239.254.200.120:6247
靓妆,http://123.180.139.180:8888/rtp/239.254.200.122:6249
汽摩,http://123.180.139.180:8888/rtp/239.254.200.103:6252
游戏竞技,http://123.180.139.180:8888/rtp/239.254.201.157:6269
中学生,http://123.180.139.180:8888/rtp/239.254.200.113:6243
新动漫,http://123.180.139.180:8888/rtp/239.254.201.158:7170
网络棋牌,http://123.180.139.180:8888/rtp/239.254.201.159:7169
先锋乒羽,http://123.180.139.180:8888/rtp/239.254.201.160:7172
环球旅游,http://123.180.139.180:8888/rtp/239.254.201.161:6264
车迷,http://123.180.139.180:8888/rtp/239.254.201.162:6266
游戏风云,http://123.180.139.180:8888/rtp/239.254.201.163:6354
欢笑剧场,http://123.180.139.180:8888/rtp/239.254.201.164:6355
全纪实,http://123.180.139.180:8888/rtp/239.254.201.200:6356
动漫秀场,http://123.180.139.180:8888/rtp/239.254.201.165:6358
生活时尚,http://123.180.139.180:8888/rtp/239.254.201.166:6359
都市剧场,http://123.180.139.180:8888/rtp/239.254.201.167:6360
极速汽车,http://123.180.139.180:8888/rtp/239.254.201.168:6362
足球频道,http://123.180.139.180:8888/rtp/239.254.201.169:6341
体育赛事,http://123.180.139.180:8888/rtp/239.254.201.170:8176
央视台球,http://123.180.139.180:8888/rtp/239.254.201.171:7176
冰雪体育,http://123.180.139.180:8888/rtp/239.254.201.172:7244
马拉松,http://123.180.139.180:8888/rtp/239.254.201.173:7246
每日健身,http://123.180.139.180:8888/rtp/239.254.201.174:7245
音像世界（DOXTV）,http://123.180.139.180:8888/rtp/239.254.201.175:7243
求索纪录,http://123.180.139.180:8888/rtp/239.254.201.176:7221
陶瓷,http://123.180.139.180:8888/rtp/239.254.201.21:7175
七彩戏剧,http://123.180.139.180:8888/rtp/239.254.201.180:7213
东方财经,http://123.180.139.180:8888/rtp/239.254.201.181:7214
金色学堂,http://123.180.139.180:8888/rtp/239.254.201.182:7227
法治天地,http://123.180.139.180:8888/rtp/239.254.201.183:7226
中华特产,http://123.180.139.180:8888/rtp/239.254.201.184:6263
四海钓鱼,http://123.180.139.180:8888/rtp/239.254.201.185:6363
优优宝贝,http://123.180.139.180:8888/rtp/239.254.201.186:6272
生态环境,http://123.180.139.180:8888/rtp/239.254.201.187:6226
家庭理财,http://123.180.139.180:8888/rtp/239.254.201.188:6366
财富天下,http://123.180.139.180:8888/rtp/239.254.200.124:6370
中华美食,http://123.180.139.180:8888/rtp/239.254.201.189:7171
电视指南,http://123.180.139.180:8888/rtp/239.254.201.217:7250
第一剧场,http://123.180.139.180:8888/rtp/239.254.201.218:7258
风云剧场,http://123.180.139.180:8888/rtp/239.254.201.219:7257
怀旧剧场,http://123.180.139.180:8888/rtp/239.254.201.220:7256
风云音乐,http://123.180.139.180:8888/rtp/239.254.201.221:7259
风云足球,http://123.180.139.180:8888/rtp/239.254.201.222:7251
高尔夫网球,http://123.180.139.180:8888/rtp/239.254.201.223:7252
武术世界,http://123.180.139.180:8888/rtp/239.254.201.224:7229
兵器科技,http://123.180.139.180:8888/rtp/239.254.201.225:7249
世界地理,http://123.180.139.180:8888/rtp/239.254.201.226:7254
文物宝库,http://123.180.139.180:8888/rtp/239.254.201.227:7230
女性时尚,http://123.180.139.180:8888/rtp/239.254.201.228:7255
